year,Team,QB,RB,WR,TE,OL,Offense,DL,LB,S,CB,Defense,Total,rb_pct
2014,Bills,"6,126,486","11,520,979","6,857,046","3,098,194","19,208,595","46,811,300","33,350,932","16,584,051","7,300,537","12,531,233","69,766,753","116,578,053",0.099
2014,Colts,"9,779,454","4,019,936","11,951,863","2,894,739","16,559,625","45,205,617","18,595,139","24,218,804","7,474,934","15,753,451","66,042,328","111,247,945",0.036
2014,Raiders,"9,471,691","6,996,329","9,015,614","1,400,205","17,354,097","44,237,936","22,786,638","5,264,934","13,433,828","11,631,671","53,117,071","97,355,007",0.072
2013,Eagles,"13,385,137","10,203,112","19,241,989","5,509,036","25,664,899","74,004,173","14,205,767","11,304,817","6,920,158","6,032,738","38,463,480","112,467,653",0.091
2013,Seahawks,"1,557,085","10,799,653","16,831,423","12,778,788","27,955,261","69,922,210","32,715,341","7,377,232","8,579,619","3,557,545","52,229,737","122,151,947",0.088
2013,Titans,"6,336,958","15,376,098","12,686,896","6,979,500","26,721,984","68,101,436","15,222,821","5,740,835","10,777,066","9,602,477","41,343,199","109,444,635",0.140
2013,Broncos,"18,716,295","5,013,752","10,120,554","8,013,902","25,550,424","67,414,927","12,040,751","12,951,882","5,894,346","17,559,225","48,446,204","115,861,131",0.043
2013,Giants,"21,998,400","5,036,739","8,677,626","2,998,913","24,235,900","62,947,578","14,642,808","7,916,847","12,704,990","11,202,110","46,466,755","109,414,333",0.046
2013,Texans,"11,756,250","10,825,134","14,247,672","6,948,519","18,690,874","62,468,449","15,386,734","11,351,449","7,816,547","16,655,776","51,210,506","113,678,955",0.095
2013,Chargers,"15,996,516","8,284,583","10,926,398","8,795,715","17,428,226","61,431,438","6,241,425","18,393,172","11,490,435","4,839,588","40,964,620","102,396,058",0.081
2013,Saints,"18,193,235","9,159,749","11,679,433","3,245,951","18,150,025","60,428,393","17,728,724","14,117,416","9,960,582","11,598,369","53,405,091","113,833,484",0.080
2013,Vikings,"8,470,555","15,752,110","10,378,281","4,582,245","20,329,032","59,512,223","36,108,166","13,577,945","5,691,438","4,281,849","59,659,398","119,171,621",0.132
2013,Lions,"21,556,666","3,987,009","15,383,546","4,207,277","13,221,451","58,355,949","22,485,856","10,468,126","4,758,334","6,133,807","43,846,123","102,202,072",0.039
2013,Falcons,"10,920,140","6,293,062","17,406,642","6,938,146","16,471,155","58,029,145","17,946,068","8,433,728","7,249,890","9,276,181","42,905,867","100,935,012",0.062
2013,49ers,"2,843,160","9,182,062","16,963,177","10,569,598","17,581,156","57,139,153","11,028,483","17,860,800","10,696,955","12,885,741","52,471,979","109,611,132",0.084
2013,Jets,"14,759,018","4,154,535","12,811,933","2,593,765","21,528,632","55,847,883","5,447,833","19,680,284","3,028,114","13,025,418","41,181,649","97,029,532",0.043
2013,Packers,"13,013,000","2,429,420","10,223,980","11,341,695","17,576,974","54,585,069","16,546,195","21,036,760","5,083,802","13,957,143","56,623,900","111,208,969",0.022
2013,Patriots,"14,603,953","3,682,367","8,749,814","4,150,882","22,775,490","53,962,506","21,590,202","10,801,171","7,386,653","8,618,787","48,396,813","102,359,319",0.036
2013,Panthers,"7,579,454","11,315,450","11,041,036","4,325,000","18,981,126","53,242,066","16,170,994","12,890,911","6,639,853","3,244,456","38,946,214","92,188,280",0.123
2013,Bears,"11,276,471","12,036,166","16,580,067","2,495,000","10,071,052","52,458,756","29,744,128","12,510,915","3,802,254","15,375,000","61,432,297","113,891,053",0.106
2013,Redskins,"5,972,967","2,212,882","19,585,321","4,645,357","20,025,614","52,442,141","14,227,749","19,629,100","4,619,719","7,102,431","45,578,999","98,021,140",0.023
2013,Cardinals,"6,172,993","5,306,754","15,022,466","4,353,078","19,171,690","50,026,981","20,498,000","13,311,655","2,809,618","10,407,900","47,027,173","97,054,154",0.055
2013,Cowboys,"13,818,982","2,257,011","8,120,768","5,623,758","19,470,710","49,291,229","5,814,913","26,468,546","3,220,898","13,029,474","48,533,831","97,825,060",0.023
2013,Colts,"8,626,545","7,195,732","11,908,481","2,615,661","18,601,449","48,947,868","13,140,390","20,991,429","13,323,235","9,596,407","57,051,461","105,999,329",0.068
2013,Chiefs,"10,708,333","6,779,755","7,268,150","3,435,650","20,708,982","48,900,870","13,759,289","22,533,136","13,251,425","13,096,878","62,640,728","111,541,598",0.061
2013,Rams,"13,422,823","2,637,944","5,479,738","6,217,555","19,240,160","46,998,220","23,343,366","15,711,252","3,645,196","17,453,159","60,152,973","107,151,193",0.025
2013,Buccaneers,"1,184,375","4,644,753","13,444,503","2,393,504","25,305,673","46,972,808","19,666,809","5,943,624","13,033,579","19,521,921","58,165,933","105,138,741",0.044
2013,Steelers,"15,393,138","2,549,641","8,799,844","9,207,474","10,734,255","46,684,352","12,586,770","21,979,116","16,480,395","11,069,889","62,116,170","108,800,522",0.023
2013,Jaguars,"8,347,588","9,012,941","6,832,868","7,160,882","14,812,080","46,166,359","13,935,225","13,544,999","3,396,626","2,807,072","33,683,922","79,850,281",0.113
2013,Bengals,"2,862,833","5,750,703","8,730,272","5,005,166","22,390,147","44,739,121","38,758,754","8,370,673","5,834,061","16,118,302","69,081,790","113,820,911",0.051
2013,Ravens,"7,381,327","7,936,927","7,932,810","3,966,000","16,354,916","43,571,980","17,275,372","23,913,572","3,813,423","10,949,281","55,951,648","99,523,628",0.080
2013,Bills,"4,663,940","8,362,867","8,979,223","4,489,668","14,455,361","40,951,059","29,011,040","6,284,838","10,503,423","7,069,748","52,869,049","93,820,108",0.089
2013,Dolphins,"5,859,205","2,412,352","8,242,874","6,007,127","17,638,011","40,159,569","27,792,257","9,006,508","5,027,138","13,351,955","55,177,858","95,337,427",0.025
2013,Browns,"4,171,299","2,200,883","5,666,354","2,620,527","23,789,034","38,448,097","21,502,679","20,237,182","2,500,318","10,928,931","55,169,110","93,617,207",0.024
2013,Raiders,"1,146,517","11,660,884","4,609,651","1,496,363","10,275,023","29,188,438","7,242,262","6,548,030","6,752,294","6,688,580","27,231,166","56,419,604",0.207
